Date,Depth,Velocity E [cm/s],Velocity N [cm/s],Magnitude [cm/s],Direction [Degrees]
2024-07-16 08:00:00,2,-2.4,-0.12,2.4,267.2
2024-07-16 08:00:00,3,-1.62,-1.12,1.97,235.2
2024-07-16 08:00:00,4,0.32,-1.38,1.42,166.9
2024-07-16 08:00:00,5,0.91,-2.06,2.25,156.2
2024-07-16 08:00:00,6,2.23,-2.13,3.08,133.7
2024-07-16 08:00:00,7,4.13,-2.72,4.95,123.4
2024-07-16 08:00:00,8,3.9,-2.81,4.81,125.8
2024-07-16 08:00:00,9,1.73,-0.58,1.82,108.4
2024-07-16 08:00:00,10,1.55,0.03,1.55,88.9
2024-07-16 08:00:00,11,1.18,-0.15,1.19,97.4
2024-07-16 08:00:00,12,-1.06,0.42,1.14,291.7
2024-07-16 08:00:00,13,-0.48,-1.96,2.02,193.7
2024-07-16 08:00:00,14,-2.04,-2.98,3.61,214.3
2024-07-16 08:00:00,15,-0.6,-1.81,1.9,198.4
2024-07-16 08:00:00,16,1.29,-0.72,1.48,119.2
2024-07-16 09:00:00,2,-3.31,-1.36,3.58,247.6
2024-07-16 09:00:00,3,-1.07,-1.84,2.13,210.3
2024-07-16 09:00:00,4,0.31,-1.83,1.86,170.5
2024-07-16 09:00:00,5,2.39,-1.86,3.03,127.9
2024-07-16 09:00:00,6,4.37,-1.96,4.79,114.1
2024-07-16 09:00:00,7,4.15,-2.76,4.99,123.6
2024-07-16 09:00:00,8,2.43,-3.02,3.88,141.1
2024-07-16 09:00:00,9,0.97,-0.63,1.15,123.0
2024-07-16 09:00:00,10,1.01,-0.7,1.23,124.8
2024-07-16 09:00:00,11,1.38,-0.62,1.51,114.2
2024-07-16 09:00:00,12,1.21,1.05,1.61,49.0
2024-07-16 09:00:00,13,0.99,-1.67,1.95,149.3
2024-07-16 09:00:00,14,-0.69,-2.01,2.13,199.0
2024-07-16 09:00:00,15,0.19,-1.13,1.14,170.6
2024-07-16 09:00:00,16,1.19,-0.69,1.38,120.2
2024-07-16 10:00:00,2,-2.97,-1.44,3.3,244.1
2024-07-16 10:00:00,3,-1.24,-2.15,2.48,209.9
2024-07-16 10:00:00,4,1.02,-1.91,2.16,151.9
2024-07-16 10:00:00,5,3.54,-1.18,3.73,108.4
2024-07-16 10:00:00,6,4.51,-2.02,4.94,114.1
2024-07-16 10:00:00,7,3.45,-2.65,4.35,127.5
2024-07-16 10:00:00,8,0.83,-2.15,2.3,158.8
2024-07-16 10:00:00,9,0.91,-0.54,1.06,120.8
2024-07-16 10:00:00,10,0.87,-1.9,2.09,155.5
2024-07-16 10:00:00,11,1.52,-1.07,1.86,125.1
2024-07-16 10:00:00,12,2.92,-0.49,2.96,99.6
2024-07-16 10:00:00,13,1.75,-3.23,3.67,151.6
2024-07-16 10:00:00,14,-0.25,-3.01,3.02,184.7
2024-07-16 10:00:00,15,-0.01,-2.91,2.91,180.1
2024-07-16 10:00:00,16,-0.31,-2.23,2.25,187.8
2024-07-16 11:00:00,2,-2.86,-1.01,3.03,250.6
2024-07-16 11:00:00,3,-1.13,-1.52,1.89,216.5
2024-07-16 11:00:00,4,1.27,-1.2,1.74,133.5
2024-07-16 11:00:00,5,3.09,-0.72,3.17,103.1
2024-07-16 11:00:00,6,3.2,-1.61,3.58,116.7
2024-07-16 11:00:00,7,2.13,-1.63,2.68,127.5
2024-07-16 11:00:00,8,0.35,-0.61,0.71,150.1
2024-07-16 11:00:00,9,0.59,0.57,0.82,46.3
2024-07-16 11:00:00,10,-0.85,-1.33,1.58,212.7
2024-07-16 11:00:00,11,0.66,-2.57,2.66,165.6
2024-07-16 11:00:00,12,0.99,-2.79,2.96,160.5
2024-07-16 11:00:00,13,0.54,-4.43,4.46,173.0
2024-07-16 11:00:00,14,-0.04,-4.31,4.31,180.5
2024-07-16 11:00:00,15,0.11,-4.09,4.09,178.5
2024-07-16 11:00:00,16,-0.17,-2.96,2.96,183.2
2024-07-16 12:00:00,2,0.55,-0.19,0.58,108.9
2024-07-16 12:00:00,3,-2.13,-1.84,2.82,229.2
2024-07-16 12:00:00,4,-1.12,-1.48,1.86,217.1
2024-07-16 12:00:00,5,0.65,-1.18,1.35,151.0
2024-07-16 12:00:00,6,0.44,-2.03,2.08,167.8
2024-07-16 12:00:00,7,-1.14,-2.09,2.38,208.6
2024-07-16 12:00:00,8,-3.05,-0.91,3.19,253.3
2024-07-16 12:00:00,9,-1.72,0.99,1.99,300.0
2024-07-16 12:00:00,10,-0.88,0.74,1.15,310.1
2024-07-16 12:00:00,11,-0.41,-1.93,1.97,192.1
2024-07-16 12:00:00,12,-1.71,-2.29,2.85,216.7
2024-07-16 12:00:00,13,-0.42,-4.11,4.13,185.8
2024-07-16 12:00:00,14,0.39,-5.41,5.42,175.9
2024-07-16 12:00:00,15,-0.15,-4.5,4.5,182.0
2024-07-16 12:00:00,16,-1.05,-3.23,3.39,198.0
2024-07-16 13:00:00,2,6.85,1.83,7.09,75.1
2024-07-16 13:00:00,3,4.29,1.13,4.44,75.3
2024-07-16 13:00:00,4,0.97,0.33,1.02,71.0
2024-07-16 13:00:00,5,-2.3,-0.91,2.47,248.3
2024-07-16 13:00:00,6,-3.81,-0.97,3.93,255.8
2024-07-16 13:00:00,7,-4.67,-1.53,4.92,251.9
2024-07-16 13:00:00,8,-5.59,-1.85,5.89,251.7
2024-07-16 13:00:00,9,-6.55,-0.77,6.6,263.3
2024-07-16 13:00:00,10,-5.75,1.65,5.98,286.0
2024-07-16 13:00:00,11,-2.92,1.6,3.33,298.7
2024-07-16 13:00:00,12,-1.8,-1.07,2.1,239.2
2024-07-16 13:00:00,13,-2.09,-1.32,2.47,237.8
2024-07-16 13:00:00,14,-1.02,-3.84,3.97,194.9
2024-07-16 13:00:00,15,-1.29,-5.14,5.3,194.1
2024-07-16 13:00:00,16,-1.34,-3.65,3.89,200.2
2024-07-16 14:00:00,2,1.31,1.8,2.23,36.1
2024-07-16 14:00:00,3,1.35,1.49,2.01,42.0
2024-07-16 14:00:00,4,1.89,1.83,2.63,45.8
2024-07-16 14:00:00,5,1.05,1.64,1.95,32.7
2024-07-16 14:00:00,6,0.81,1.48,1.69,28.8
2024-07-16 14:00:00,7,0.09,1.8,1.8,2.8
2024-07-16 14:00:00,8,-0.78,1.99,2.14,338.6
2024-07-16 14:00:00,9,-2.03,1.85,2.75,312.2
2024-07-16 14:00:00,10,-3.71,1.98,4.21,298.1
2024-07-16 14:00:00,11,-4.99,2.63,5.64,297.8
2024-07-16 14:00:00,12,-3.31,3.03,4.48,312.5
2024-07-16 14:00:00,13,-2.12,1.18,2.43,299.1
2024-07-16 14:00:00,14,-3.35,-0.04,3.35,269.3
2024-07-16 14:00:00,15,-1.17,-3.94,4.11,196.6
2024-07-16 14:00:00,16,-1.08,-5.11,5.23,191.9
2024-07-16 15:00:00,2,-1.95,3.63,4.13,331.7
2024-07-16 15:00:00,3,-1.5,3.77,4.06,338.3
2024-07-16 15:00:00,4,-0.51,3.38,3.42,351.4
2024-07-16 15:00:00,5,0.43,3.23,3.25,7.5
2024-07-16 15:00:00,6,0.78,2.87,2.97,15.2
2024-07-16 15:00:00,7,1.37,2.81,3.13,26.0
2024-07-16 15:00:00,8,1.61,2.44,2.93,33.5
2024-07-16 15:00:00,9,1.72,2.07,2.69,39.7
2024-07-16 15:00:00,10,1.98,1.85,2.71,47.0
2024-07-16 15:00:00,11,1.97,1.91,2.74,45.8
2024-07-16 15:00:00,12,0.15,2.83,2.84,3.0
2024-07-16 15:00:00,13,-1.19,4.34,4.5,344.7
2024-07-16 15:00:00,14,-1.26,2.53,2.82,333.5
2024-07-16 15:00:00,15,-0.02,-1.63,1.63,180.7
2024-07-16 15:00:00,16,0.33,-3.67,3.69,174.8
2024-07-16 16:00:00,2,-5.91,4.35,7.34,306.4
2024-07-16 16:00:00,3,-2.82,3.96,4.86,324.5
2024-07-16 16:00:00,4,-1.19,4.27,4.44,344.5
2024-07-16 16:00:00,5,-0.25,4.11,4.11,356.6
2024-07-16 16:00:00,6,1.51,3.93,4.21,21.1
2024-07-16 16:00:00,7,2.57,3.89,4.66,33.4
2024-07-16 16:00:00,8,3.04,3.93,4.97,37.7
2024-07-16 16:00:00,9,3.57,4.3,5.59,39.7
2024-07-16 16:00:00,10,3.53,4.85,6.0,36.1
2024-07-16 16:00:00,11,4.47,3.65,5.77,50.8
2024-07-16 16:00:00,12,3.54,4.31,5.58,39.4
2024-07-16 16:00:00,13,0.49,4.34,4.37,6.4
2024-07-16 16:00:00,14,1.87,2.83,3.39,33.4
2024-07-16 16:00:00,15,1.93,-0.2,1.94,95.9
2024-07-16 16:00:00,16,0.85,-3.07,3.18,164.6
2024-07-16 17:00:00,2,-4.34,5.71,7.17,322.8
2024-07-16 17:00:00,3,-2.82,5.87,6.51,334.3
2024-07-16 17:00:00,4,-2.01,5.99,6.32,341.4
2024-07-16 17:00:00,5,-0.61,5.73,5.77,353.9
2024-07-16 17:00:00,6,1.04,4.77,4.89,12.3
2024-07-16 17:00:00,7,2.28,4.13,4.71,28.9
2024-07-16 17:00:00,8,2.83,4.09,4.97,34.7
2024-07-16 17:00:00,9,3.5,3.59,5.01,44.3
2024-07-16 17:00:00,10,4.14,3.68,5.54,48.4
2024-07-16 17:00:00,11,3.92,3.19,5.06,50.8
2024-07-16 17:00:00,12,3.22,3.0,4.4,47.0
2024-07-16 17:00:00,13,3.85,2.15,4.41,60.8
2024-07-16 17:00:00,14,3.45,2.31,4.15,56.2
2024-07-16 17:00:00,15,0.32,0.0,0.32,90.0
2024-07-16 17:00:00,16,-0.69,-2.0,2.12,199.1
2024-07-16 18:00:00,2,-1.52,8.03,8.18,349.3
2024-07-16 18:00:00,3,-1.61,7.34,7.51,347.7
2024-07-16 18:00:00,4,-1.61,6.03,6.24,345.0
2024-07-16 18:00:00,5,-0.52,4.79,4.81,353.8
2024-07-16 18:00:00,6,0.67,3.37,3.43,11.3
2024-07-16 18:00:00,7,1.57,2.45,2.91,32.6
2024-07-16 18:00:00,8,2.9,2.06,3.56,54.6
2024-07-16 18:00:00,9,3.59,2.14,4.18,59.2
2024-07-16 18:00:00,10,2.82,2.59,3.83,47.5
2024-07-16 18:00:00,11,2.01,4.75,5.16,23.0
2024-07-16 18:00:00,12,2.47,3.68,4.43,33.9
2024-07-16 18:00:00,13,1.45,1.38,2.0,46.5
2024-07-16 18:00:00,14,0.96,0.69,1.18,54.2
2024-07-16 18:00:00,15,-1.53,0.2,1.55,277.4
2024-07-16 18:00:00,16,-1.19,-2.06,2.38,210.1
2024-07-16 19:00:00,2,-2.22,4.36,4.89,333.0
2024-07-16 19:00:00,3,-1.94,2.96,3.54,326.8
2024-07-16 19:00:00,4,-1.67,1.57,2.29,313.2
2024-07-16 19:00:00,5,-0.74,0.87,1.14,319.7
2024-07-16 19:00:00,6,0.74,0.69,1.01,46.9
2024-07-16 19:00:00,7,2.18,1.47,2.63,56.1
2024-07-16 19:00:00,8,3.39,2.99,4.52,48.5
2024-07-16 19:00:00,9,5.08,4.65,6.88,47.6
2024-07-16 19:00:00,10,3.67,5.07,6.25,35.9
2024-07-16 19:00:00,11,1.65,4.5,4.79,20.1
2024-07-16 19:00:00,12,1.91,1.81,2.64,46.5
2024-07-16 19:00:00,13,2.64,-0.37,2.67,97.9
2024-07-16 19:00:00,14,0.85,0.25,0.89,73.9
2024-07-16 19:00:00,15,0.53,0.01,0.53,88.5
2024-07-16 19:00:00,16,2.29,-1.04,2.52,114.4
2024-07-16 20:00:00,2,-1.73,2.47,3.01,325.0
2024-07-16 20:00:00,3,-2.18,1.34,2.56,301.6
2024-07-16 20:00:00,4,-2.51,0.17,2.51,273.8
2024-07-16 20:00:00,5,-1.2,-0.3,1.24,256.0
2024-07-16 20:00:00,6,0.29,-0.31,0.42,136.3
2024-07-16 20:00:00,7,1.93,0.85,2.11,66.1
2024-07-16 20:00:00,8,4.03,1.6,4.33,68.3
2024-07-16 20:00:00,9,5.69,1.76,5.95,72.8
2024-07-16 20:00:00,10,2.77,1.98,3.41,54.5
2024-07-16 20:00:00,11,-0.23,0.42,0.48,331.6
2024-07-16 20:00:00,12,-0.81,-1.08,1.35,216.8
2024-07-16 20:00:00,13,2.29,-1.58,2.78,124.6
2024-07-16 20:00:00,14,3.51,-1.08,3.68,107.1
2024-07-16 20:00:00,15,3.82,-2.05,4.34,118.3
2024-07-16 20:00:00,16,0.84,-1.79,1.97,154.8
2024-07-16 21:00:00,2,-2.15,-0.84,2.31,248.6
2024-07-16 21:00:00,3,-2.45,-2.17,3.28,228.5
2024-07-16 21:00:00,4,-1.64,-2.56,3.04,212.6
2024-07-16 21:00:00,5,-0.45,-1.89,1.95,193.5
2024-07-16 21:00:00,6,1.46,-0.91,1.72,121.8
2024-07-16 21:00:00,7,4.43,-1.13,4.57,104.3
2024-07-16 21:00:00,8,7.67,-0.35,7.68,92.6
2024-07-16 21:00:00,9,7.47,-0.2,7.47,91.5
2024-07-16 21:00:00,10,1.73,-0.69,1.87,111.8
2024-07-16 21:00:00,11,-2.23,0.75,2.35,288.7
2024-07-16 21:00:00,12,-1.38,1.45,2.0,316.5
2024-07-16 21:00:00,13,1.63,-0.53,1.72,108.1
2024-07-16 21:00:00,14,2.38,-1.9,3.05,128.6
2024-07-16 21:00:00,15,2.21,-3.0,3.73,143.6
2024-07-16 21:00:00,16,0.64,-3.29,3.35,169.0
2024-07-16 22:00:00,2,-2.41,-1.91,3.07,231.5
2024-07-16 22:00:00,3,-2.19,-2.33,3.2,223.1
2024-07-16 22:00:00,4,-1.9,-2.75,3.35,214.6
2024-07-16 22:00:00,5,-0.42,-2.32,2.36,190.3
2024-07-16 22:00:00,6,1.59,-2.53,2.98,147.9
2024-07-16 22:00:00,7,5.13,-2.15,5.56,112.8
2024-07-16 22:00:00,8,8.83,-2.13,9.08,103.5
2024-07-16 22:00:00,9,7.79,-2.62,8.22,108.6
2024-07-16 22:00:00,10,0.62,-2.24,2.32,164.5
2024-07-16 22:00:00,11,-0.81,0.45,0.93,298.8
2024-07-16 22:00:00,12,1.2,2.13,2.44,29.4
2024-07-16 22:00:00,13,1.78,0.46,1.84,75.5
2024-07-16 22:00:00,14,-0.63,-1.49,1.62,203.1
2024-07-16 22:00:00,15,-1.56,-3.23,3.59,205.8
2024-07-16 22:00:00,16,-0.85,-2.56,2.7,198.3
2024-07-16 23:00:00,2,-2.09,-0.89,2.27,246.8
2024-07-16 23:00:00,3,-2.17,-0.85,2.33,248.5
2024-07-16 23:00:00,4,-2.39,-1.09,2.63,245.6
2024-07-16 23:00:00,5,-1.13,-2.23,2.5,206.8
2024-07-16 23:00:00,6,1.64,-3.08,3.49,152.0
2024-07-16 23:00:00,7,5.3,-2.94,6.06,119.0
2024-07-16 23:00:00,8,8.97,-3.93,9.8,113.7
2024-07-16 23:00:00,9,6.22,-6.48,8.98,136.2
2024-07-16 23:00:00,10,1.93,-4.07,4.5,154.6
2024-07-16 23:00:00,11,1.99,-0.21,2.0,96.1
2024-07-16 23:00:00,12,3.35,0.64,3.41,79.2
2024-07-16 23:00:00,13,2.01,-0.95,2.23,115.3
2024-07-16 23:00:00,14,-0.86,-1.63,1.84,207.9
2024-07-16 23:00:00,15,-2.45,-2.73,3.66,221.9
2024-07-16 23:00:00,16,-1.23,0.33,1.28,285.1
2024-07-17 00:00:00,2,-0.69,0.27,0.74,291.2
2024-07-17 00:00:00,3,-0.79,-0.03,0.79,268.1
2024-07-17 00:00:00,4,-1.19,-0.27,1.22,257.4
2024-07-17 00:00:00,5,-0.82,-1.61,1.81,206.9
2024-07-17 00:00:00,6,0.52,-3.43,3.47,171.4
2024-07-17 00:00:00,7,3.47,-4.06,5.34,139.5
2024-07-17 00:00:00,8,5.26,-5.18,7.38,134.6
2024-07-17 00:00:00,9,3.63,-7.59,8.41,154.4
2024-07-17 00:00:00,10,2.85,-5.13,5.87,150.9
2024-07-17 00:00:00,11,3.29,-0.49,3.32,98.4
2024-07-17 00:00:00,12,3.46,-0.59,3.51,99.7
2024-07-17 00:00:00,13,0.79,-1.54,1.73,152.7
2024-07-17 00:00:00,14,-1.01,-2.63,2.81,201.0
2024-07-17 00:00:00,15,-1.63,-2.89,3.32,209.3
2024-07-17 00:00:00,16,-1.43,1.1,1.8,307.6
2024-07-17 01:00:00,2,1.13,1.93,2.23,30.3
2024-07-17 01:00:00,3,0.53,2.11,2.17,14.2
2024-07-17 01:00:00,4,0.17,1.29,1.3,7.4
2024-07-17 01:00:00,5,0.29,-0.95,0.99,163.2
2024-07-17 01:00:00,6,0.33,-2.82,2.84,173.3
2024-07-17 01:00:00,7,0.89,-3.65,3.75,166.2
2024-07-17 01:00:00,8,1.15,-4.59,4.73,166.0
2024-07-17 01:00:00,9,-1.06,-5.48,5.58,190.9
2024-07-17 01:00:00,10,-1.44,-5.52,5.7,194.6
2024-07-17 01:00:00,11,1.31,-3.1,3.36,157.1
2024-07-17 01:00:00,12,3.21,-2.21,3.9,124.6
2024-07-17 01:00:00,13,0.67,-1.71,1.83,158.5
2024-07-17 01:00:00,14,-0.91,-1.03,1.37,221.3
2024-07-17 01:00:00,15,-0.04,-1.4,1.4,181.6
2024-07-17 01:00:00,16,-1.07,0.52,1.19,295.8
2024-07-17 02:00:00,2,1.14,1.61,1.98,35.2
2024-07-17 02:00:00,3,0.33,1.49,1.52,12.6
2024-07-17 02:00:00,4,-0.59,0.75,0.95,321.8
2024-07-17 02:00:00,5,-1.12,0.06,1.12,273.1
2024-07-17 02:00:00,6,-1.15,-0.85,1.43,233.7
2024-07-17 02:00:00,7,-0.53,-1.36,1.46,201.4
2024-07-17 02:00:00,8,-0.4,-2.31,2.34,189.8
2024-07-17 02:00:00,9,-1.71,-1.85,2.52,222.9
2024-07-17 02:00:00,10,-0.99,-1.74,2.0,209.7
2024-07-17 02:00:00,11,1.81,-1.76,2.53,134.1
2024-07-17 02:00:00,12,3.46,-2.89,4.51,129.8
2024-07-17 02:00:00,13,3.33,-0.99,3.47,106.5
2024-07-17 02:00:00,14,0.31,1.88,1.91,9.5
2024-07-17 02:00:00,15,0.6,1.65,1.75,20.0
2024-07-17 02:00:00,16,-1.05,2.12,2.36,333.7
2024-07-17 03:00:00,2,0.23,0.71,0.74,18.3
2024-07-17 03:00:00,3,0.1,1.21,1.22,4.7
2024-07-17 03:00:00,4,-0.05,1.37,1.37,357.8
2024-07-17 03:00:00,5,-0.19,0.94,0.96,348.8
2024-07-17 03:00:00,6,1.07,-0.09,1.07,94.6
2024-07-17 03:00:00,7,1.29,-0.43,1.36,108.6
2024-07-17 03:00:00,8,-0.19,1.48,1.49,352.6
2024-07-17 03:00:00,9,0.69,1.1,1.3,32.2
2024-07-17 03:00:00,10,1.51,-0.65,1.65,113.1
2024-07-17 03:00:00,11,2.85,-2.69,3.92,133.3
2024-07-17 03:00:00,12,3.59,-2.67,4.47,126.6
2024-07-17 03:00:00,13,4.17,0.47,4.19,83.6
2024-07-17 03:00:00,14,1.23,2.61,2.88,25.3
2024-07-17 03:00:00,15,-0.75,0.87,1.15,319.5
2024-07-17 03:00:00,16,-1.61,1.65,2.3,315.7
2024-07-17 04:00:00,2,-0.58,-1.17,1.31,206.3
2024-07-17 04:00:00,3,-0.2,0.25,0.32,321.7
2024-07-17 04:00:00,4,-0.19,0.86,0.88,347.8
2024-07-17 04:00:00,5,0.19,-0.33,0.38,149.4
2024-07-17 04:00:00,6,0.17,-1.0,1.01,170.2
2024-07-17 04:00:00,7,0.35,1.83,1.86,10.9
2024-07-17 04:00:00,8,0.77,1.95,2.1,21.4
2024-07-17 04:00:00,9,1.4,-1.85,2.32,142.9
2024-07-17 04:00:00,10,2.86,-6.11,6.75,154.9
2024-07-17 04:00:00,11,3.27,-5.15,6.1,147.6
2024-07-17 04:00:00,12,3.88,-2.53,4.63,123.1
2024-07-17 04:00:00,13,4.27,1.01,4.39,76.7
2024-07-17 04:00:00,14,2.75,2.82,3.94,44.2
2024-07-17 04:00:00,15,1.43,2.85,3.18,26.6
2024-07-17 04:00:00,16,2.1,4.43,4.91,25.3
2024-07-17 05:00:00,2,0.29,-2.16,2.18,172.4
2024-07-17 05:00:00,3,1.13,-1.84,2.16,148.4
2024-07-17 05:00:00,4,1.81,-0.49,1.88,105.0
2024-07-17 05:00:00,5,1.45,-1.22,1.89,130.1
2024-07-17 05:00:00,6,1.49,-0.57,1.59,110.9
2024-07-17 05:00:00,7,2.62,0.84,2.75,72.2
2024-07-17 05:00:00,8,1.48,0.05,1.48,87.9
2024-07-17 05:00:00,9,-0.29,-3.05,3.07,185.4
2024-07-17 05:00:00,10,0.37,-5.39,5.4,176.0
2024-07-17 05:00:00,11,0.64,-3.87,3.93,170.6
2024-07-17 05:00:00,12,0.68,0.82,1.07,39.7
2024-07-17 05:00:00,13,-0.67,1.96,2.07,341.0
2024-07-17 05:00:00,14,0.67,1.79,1.91,20.4
2024-07-17 05:00:00,15,1.99,3.27,3.82,31.3
2024-07-17 05:00:00,16,2.96,3.71,4.75,38.6
2024-07-17 06:00:00,2,0.29,-2.71,2.73,173.8
2024-07-17 06:00:00,3,0.9,-2.27,2.44,158.3
2024-07-17 06:00:00,4,2.1,-1.1,2.37,117.6
2024-07-17 06:00:00,5,3.27,-1.29,3.52,111.6
2024-07-17 06:00:00,6,3.56,-1.69,3.94,115.4
2024-07-17 06:00:00,7,3.97,-1.01,4.1,104.2
2024-07-17 06:00:00,8,2.83,-0.29,2.84,95.8
2024-07-17 06:00:00,9,0.29,-0.63,0.69,155.4
2024-07-17 06:00:00,10,-1.15,-1.91,2.23,211.2
2024-07-17 06:00:00,11,-1.21,-1.73,2.11,214.8
2024-07-17 06:00:00,12,-1.47,2.53,2.93,329.8
2024-07-17 06:00:00,13,-2.22,1.73,2.82,308.0
2024-07-17 06:00:00,14,-1.68,1.55,2.29,312.8
2024-07-17 06:00:00,15,-0.49,0.94,1.06,332.3
2024-07-17 06:00:00,16,0.68,0.54,0.87,51.5
2024-07-17 07:00:00,2,-0.15,-1.91,1.91,184.4
2024-07-17 07:00:00,3,0.43,-1.24,1.31,160.7
2024-07-17 07:00:00,4,2.21,-0.64,2.3,106.1
2024-07-17 07:00:00,5,2.31,-1.09,2.56,115.3
2024-07-17 07:00:00,6,2.07,-2.09,2.94,135.4
2024-07-17 07:00:00,7,2.56,-3.23,4.12,141.6
2024-07-17 07:00:00,8,4.21,-2.75,5.03,123.2
2024-07-17 07:00:00,9,3.57,-2.07,4.13,120.1
2024-07-17 07:00:00,10,0.07,-0.18,0.19,157.8
2024-07-17 07:00:00,11,-2.33,0.86,2.49,290.2
2024-07-17 07:00:00,12,-1.57,2.35,2.83,326.2
2024-07-17 07:00:00,13,-0.7,1.95,2.07,340.3
2024-07-17 07:00:00,14,-1.39,0.47,1.47,288.5
2024-07-17 07:00:00,15,-0.92,0.08,0.92,275.0
2024-07-17 07:00:00,16,-0.63,-0.21,0.67,251.4
2024-07-17 08:00:00,2,0.59,-1.39,1.51,156.8
2024-07-17 08:00:00,3,1.44,-0.64,1.58,114.0
2024-07-17 08:00:00,4,2.38,-0.09,2.38,92.2
2024-07-17 08:00:00,5,1.35,-1.37,1.93,135.4
2024-07-17 08:00:00,6,0.11,-2.03,2.04,177.0
2024-07-17 08:00:00,7,0.97,-2.21,2.42,156.4
2024-07-17 08:00:00,8,2.92,-3.17,4.31,137.3
2024-07-17 08:00:00,9,2.98,-2.77,4.07,132.9
2024-07-17 08:00:00,10,-0.05,0.45,0.45,354.0
2024-07-17 08:00:00,11,-2.56,3.07,3.99,320.1
2024-07-17 08:00:00,12,-1.37,3.51,3.77,338.7
2024-07-17 08:00:00,13,-0.64,2.44,2.52,345.3
2024-07-17 08:00:00,14,-0.69,0.19,0.72,285.6
2024-07-17 08:00:00,15,-0.62,-0.13,0.63,258.5
2024-07-17 08:00:00,16,0.29,-0.55,0.62,152.6
2024-07-17 09:00:00,2,0.51,-1.51,1.59,161.4
2024-07-17 09:00:00,3,1.81,-0.58,1.9,107.8
2024-07-17 09:00:00,4,2.69,-0.03,2.69,90.6
2024-07-17 09:00:00,5,1.77,-1.26,2.17,125.5
2024-07-17 09:00:00,6,0.23,-0.19,0.3,128.7
2024-07-17 09:00:00,7,0.37,-0.7,0.79,151.9
2024-07-17 09:00:00,8,1.66,-2.31,2.85,144.3
2024-07-17 09:00:00,9,1.39,-2.25,2.65,148.4
2024-07-17 09:00:00,10,-0.57,0.13,0.59,282.5
2024-07-17 09:00:00,11,-0.05,3.32,3.32,359.1
2024-07-17 09:00:00,12,-0.71,2.99,3.08,346.7
2024-07-17 09:00:00,13,-0.07,0.33,0.34,347.6
2024-07-17 09:00:00,14,-0.33,-0.89,0.95,200.1
2024-07-17 09:00:00,15,-0.57,-0.13,0.59,257.5
2024-07-17 09:00:00,16,-0.23,-0.33,0.41,215.0
2024-07-17 10:00:00,2,0.35,-1.67,1.71,168.3
2024-07-17 10:00:00,3,1.48,-0.5,1.56,108.7
2024-07-17 10:00:00,4,2.15,0.12,2.15,86.8
2024-07-17 10:00:00,5,1.21,-0.73,1.42,121.1
2024-07-17 10:00:00,6,0.57,0.6,0.83,43.4
2024-07-17 10:00:00,7,0.99,1.37,1.69,35.9
2024-07-17 10:00:00,8,2.08,-1.11,2.36,118.0
2024-07-17 10:00:00,9,2.19,-2.32,3.19,136.7
2024-07-17 10:00:00,10,0.16,0.04,0.16,76.0
2024-07-17 10:00:00,11,0.78,3.21,3.3,13.7
2024-07-17 10:00:00,12,-0.44,1.71,1.77,345.6
2024-07-17 10:00:00,13,0.03,-0.87,0.87,178.3
2024-07-17 10:00:00,14,-0.59,-1.73,1.83,198.9
2024-07-17 10:00:00,15,-1.01,-0.59,1.17,239.9
2024-07-17 10:00:00,16,-0.43,-0.59,0.73,216.0
2024-07-17 11:00:00,2,0.29,-1.95,1.97,171.6
2024-07-17 11:00:00,3,1.79,-0.67,1.92,110.6
2024-07-17 11:00:00,4,2.14,-0.6,2.22,105.7
2024-07-17 11:00:00,5,1.41,-0.57,1.52,112.2
2024-07-17 11:00:00,6,1.18,0.44,1.26,69.6
2024-07-17 11:00:00,7,1.97,0.39,2.01,78.7
2024-07-17 11:00:00,8,2.85,-1.6,3.27,119.3
2024-07-17 11:00:00,9,0.79,-2.25,2.39,160.8
2024-07-17 11:00:00,10,-1.45,-0.19,1.47,262.4
2024-07-17 11:00:00,11,0.11,1.85,1.86,3.3
2024-07-17 11:00:00,12,-0.09,0.55,0.56,351.1
2024-07-17 11:00:00,13,-0.03,-1.68,1.68,180.9
2024-07-17 11:00:00,14,-0.79,-2.45,2.57,198.0
2024-07-17 11:00:00,15,-0.39,-0.91,0.99,203.5
2024-07-17 11:00:00,16,-0.41,-0.22,0.47,242.0
2024-07-17 12:00:00,2,-1.49,-1.98,2.48,216.9
2024-07-17 12:00:00,3,-0.43,-1.32,1.39,197.9
2024-07-17 12:00:00,4,0.56,-1.15,1.28,154.1
2024-07-17 12:00:00,5,0.16,-0.64,0.66,166.0
2024-07-17 12:00:00,6,0.72,0.01,0.72,89.5
2024-07-17 12:00:00,7,1.18,-0.81,1.43,124.6
2024-07-17 12:00:00,8,0.62,-2.08,2.17,163.4
2024-07-17 12:00:00,9,-1.69,-1.93,2.57,221.1
2024-07-17 12:00:00,10,-2.56,1.14,2.8,294.0
2024-07-17 12:00:00,11,-0.39,1.52,1.57,345.5
2024-07-17 12:00:00,12,-1.15,-0.66,1.32,240.1
2024-07-17 12:00:00,13,0.92,-2.31,2.49,158.3
2024-07-17 12:00:00,14,-0.31,-3.26,3.28,185.5
2024-07-17 12:00:00,15,-0.25,-0.91,0.94,195.6
2024-07-17 12:00:00,16,-1.15,-0.17,1.16,261.4
