Date,Depth,Velocity E [cm/s],Velocity N [cm/s],Magnitude [cm/s],Direction [Degrees]
2024-06-18 09:00:00,4,1.15,-10.43,10.49,173.7
2024-06-18 09:00:00,5,1.47,-13.02,13.1,173.5
2024-06-18 09:00:00,6,1.73,-15.43,15.52,173.6
2024-06-18 09:00:00,7,-0.38,-13.35,13.36,181.6
2024-06-18 09:00:00,8,0.09,-6.78,6.78,179.3
2024-06-18 09:00:00,9,0.1,0.41,0.43,13.6
2024-06-18 09:00:00,10,-1.87,0.1,1.88,273.1
2024-06-18 09:00:00,11,-2.69,-1.81,3.25,236.0
2024-06-18 09:00:00,12,-0.89,-0.61,1.08,235.3
2024-06-18 09:00:00,13,0.36,2.57,2.6,8.0
2024-06-18 09:00:00,14,2.16,4.67,5.15,24.8
2024-06-18 09:00:00,15,3.58,6.56,7.47,28.6
2024-06-18 09:00:00,16,1.78,5.68,5.95,17.4
2024-06-18 10:00:00,2,2.53,-7.71,8.11,161.8
2024-06-18 10:00:00,3,2.34,-9.27,9.56,165.8
2024-06-18 10:00:00,4,1.81,-10.11,10.27,169.9
2024-06-18 10:00:00,5,2.27,-12.65,12.85,169.8
2024-06-18 10:00:00,6,2.58,-15.46,15.67,170.5
2024-06-18 10:00:00,7,0.5,-15.06,15.07,178.1
2024-06-18 10:00:00,8,-0.22,-8.73,8.73,181.4
2024-06-18 10:00:00,9,-0.03,-0.25,0.26,187.5
2024-06-18 10:00:00,10,0.09,0.48,0.49,10.2
2024-06-18 10:00:00,11,-1.95,-1.29,2.33,236.5
2024-06-18 10:00:00,12,-1.0,-1.35,1.68,216.5
2024-06-18 10:00:00,13,-0.48,1.28,1.37,339.4
2024-06-18 10:00:00,14,0.75,3.75,3.83,11.3
2024-06-18 10:00:00,15,1.71,5.43,5.7,17.4
2024-06-18 10:00:00,16,0.19,4.53,4.53,2.4
2024-06-18 11:00:00,2,3.01,-8.48,9.0,160.4
2024-06-18 11:00:00,3,2.29,-9.15,9.43,166.0
2024-06-18 11:00:00,4,1.11,-10.01,10.07,173.7
2024-06-18 11:00:00,5,0.26,-12.38,12.38,178.8
2024-06-18 11:00:00,6,1.04,-15.29,15.33,176.1
2024-06-18 11:00:00,7,0.21,-15.9,15.9,179.2
2024-06-18 11:00:00,8,-0.47,-10.67,10.68,182.5
2024-06-18 11:00:00,9,0.85,-1.85,2.04,155.3
2024-06-18 11:00:00,10,0.89,-0.64,1.09,125.8
2024-06-18 11:00:00,11,-0.95,-1.47,1.75,213.0
2024-06-18 11:00:00,12,-0.17,-0.36,0.4,204.8
2024-06-18 11:00:00,13,0.32,1.45,1.49,12.4
2024-06-18 11:00:00,14,1.29,3.14,3.39,22.3
2024-06-18 11:00:00,15,0.47,4.75,4.78,5.6
2024-06-18 11:00:00,16,-0.5,5.98,6.0,355.2
2024-06-18 12:00:00,2,2.43,-9.51,9.81,165.6
2024-06-18 12:00:00,3,2.77,-9.57,9.97,163.9
2024-06-18 12:00:00,4,0.97,-9.51,9.56,174.2
2024-06-18 12:00:00,5,-0.87,-9.8,9.84,185.1
2024-06-18 12:00:00,6,-0.87,-13.01,13.04,183.8
2024-06-18 12:00:00,7,0.19,-14.65,14.65,179.3
2024-06-18 12:00:00,8,-0.75,-11.85,11.88,183.6
2024-06-18 12:00:00,9,-1.29,-3.53,3.75,200.0
2024-06-18 12:00:00,10,0.1,-2.26,2.26,177.5
2024-06-18 12:00:00,11,-0.23,-2.59,2.6,185.0
2024-06-18 12:00:00,12,-0.47,-0.24,0.52,242.8
2024-06-18 12:00:00,13,0.66,1.98,2.09,18.4
2024-06-18 12:00:00,14,0.89,1.97,2.16,24.3
2024-06-18 12:00:00,15,1.27,2.97,3.23,23.2
2024-06-18 12:00:00,16,0.33,5.11,5.12,3.7
2024-06-18 13:00:00,2,2.63,-9.81,10.16,165.0
2024-06-18 13:00:00,3,3.04,-8.96,9.46,161.3
2024-06-18 13:00:00,4,0.81,-9.03,9.06,174.9
2024-06-18 13:00:00,5,-1.01,-8.67,8.73,186.7
2024-06-18 13:00:00,6,-1.74,-9.92,10.07,189.9
2024-06-18 13:00:00,7,-0.75,-12.11,12.13,183.5
2024-06-18 13:00:00,8,-1.05,-10.85,10.9,185.5
2024-06-18 13:00:00,9,-1.71,-3.33,3.74,207.2
2024-06-18 13:00:00,10,0.27,-2.29,2.3,173.2
2024-06-18 13:00:00,11,-0.03,-4.01,4.01,180.4
2024-06-18 13:00:00,12,1.19,-1.46,1.89,140.7
2024-06-18 13:00:00,13,0.97,0.9,1.33,47.2
2024-06-18 13:00:00,14,0.85,1.69,1.89,26.7
2024-06-18 13:00:00,15,1.06,2.78,2.98,20.9
2024-06-18 13:00:00,16,1.68,4.4,4.71,20.9
2024-06-18 14:00:00,2,2.63,-10.15,10.48,165.5
2024-06-18 14:00:00,3,2.08,-8.97,9.2,166.9
2024-06-18 14:00:00,4,0.03,-7.99,7.99,179.8
2024-06-18 14:00:00,5,-1.22,-7.12,7.22,189.7
2024-06-18 14:00:00,6,-2.06,-6.65,6.96,197.2
2024-06-18 14:00:00,7,-1.15,-8.85,8.92,187.4
2024-06-18 14:00:00,8,-0.15,-8.16,8.16,181.0
2024-06-18 14:00:00,9,0.64,-2.37,2.46,164.9
2024-06-18 14:00:00,10,0.71,-3.62,3.69,169.0
2024-06-18 14:00:00,11,1.45,-3.78,4.05,159.1
2024-06-18 14:00:00,12,2.7,-1.54,3.11,119.7
2024-06-18 14:00:00,13,2.1,0.39,2.14,79.4
2024-06-18 14:00:00,14,1.49,0.74,1.67,63.6
2024-06-18 14:00:00,15,1.28,1.59,2.04,38.9
2024-06-18 14:00:00,16,0.99,2.75,2.92,19.7
2024-06-18 15:00:00,2,1.33,-9.08,9.18,171.6
2024-06-18 15:00:00,3,1.63,-8.81,8.96,169.5
2024-06-18 15:00:00,4,0.19,-8.03,8.03,178.7
2024-06-18 15:00:00,5,-0.88,-6.41,6.47,187.8
2024-06-18 15:00:00,6,-1.33,-5.24,5.41,194.3
2024-06-18 15:00:00,7,-1.07,-6.9,6.98,188.8
2024-06-18 15:00:00,8,0.31,-5.74,5.75,176.9
2024-06-18 15:00:00,9,-0.03,-3.03,3.03,180.5
2024-06-18 15:00:00,10,-2.79,-5.0,5.72,209.1
2024-06-18 15:00:00,11,-0.33,-2.68,2.7,187.1
2024-06-18 15:00:00,12,1.49,-1.55,2.15,136.1
2024-06-18 15:00:00,13,1.87,-0.27,1.89,98.3
2024-06-18 15:00:00,14,1.22,0.43,1.29,70.4
2024-06-18 15:00:00,15,0.73,0.98,1.22,36.8
2024-06-18 15:00:00,16,0.0,2.13,2.13,0.0
2024-06-18 16:00:00,2,2.65,-6.99,7.47,159.3
2024-06-18 16:00:00,3,-0.17,-7.12,7.12,181.4
2024-06-18 16:00:00,4,-0.21,-6.83,6.84,181.7
2024-06-18 16:00:00,5,-1.91,-6.21,6.5,197.1
2024-06-18 16:00:00,6,-2.49,-3.33,4.15,216.8
2024-06-18 16:00:00,7,-2.91,-1.69,3.37,239.9
2024-06-18 16:00:00,8,-2.02,-3.27,3.84,211.7
2024-06-18 16:00:00,9,-1.27,-2.2,2.54,210.1
2024-06-18 16:00:00,10,-1.81,-3.42,3.87,207.9
2024-06-18 16:00:00,11,-1.25,-2.53,2.83,206.3
2024-06-18 16:00:00,12,0.19,-1.14,1.16,170.4
2024-06-18 16:00:00,13,1.02,-0.99,1.42,134.0
2024-06-18 16:00:00,14,0.47,-0.25,0.53,117.5
2024-06-18 16:00:00,15,0.25,-0.15,0.29,121.9
2024-06-18 16:00:00,16,-0.42,0.97,1.06,336.7
2024-06-18 17:00:00,2,2.27,-5.64,6.08,158.1
2024-06-18 17:00:00,3,-0.79,-5.83,5.89,187.7
2024-06-18 17:00:00,4,-1.59,-5.69,5.91,195.7
2024-06-18 17:00:00,5,-1.32,-5.02,5.19,194.7
2024-06-18 17:00:00,6,-1.7,-3.38,3.78,206.7
2024-06-18 17:00:00,7,-1.43,-0.11,1.44,265.7
2024-06-18 17:00:00,8,-0.75,-0.93,1.19,219.1
2024-06-18 17:00:00,9,0.6,-1.32,1.45,155.6
2024-06-18 17:00:00,10,-0.83,-3.06,3.17,195.2
2024-06-18 17:00:00,11,0.09,-2.14,2.14,177.5
2024-06-18 17:00:00,12,1.26,-0.91,1.56,125.9
2024-06-18 17:00:00,13,1.57,-0.5,1.64,107.7
2024-06-18 17:00:00,14,0.87,-0.77,1.17,131.5
2024-06-18 17:00:00,15,0.53,-0.1,0.54,100.6
2024-06-18 17:00:00,16,0.87,0.6,1.06,55.5
2024-06-18 18:00:00,2,-0.57,-4.39,4.43,187.3
2024-06-18 18:00:00,3,-0.04,-4.08,4.08,180.6
2024-06-18 18:00:00,4,0.31,-4.21,4.22,175.7
2024-06-18 18:00:00,5,1.19,-4.49,4.64,165.1
2024-06-18 18:00:00,6,1.29,-2.78,3.06,155.2
2024-06-18 18:00:00,7,1.69,-2.17,2.75,142.1
2024-06-18 18:00:00,8,2.65,-2.95,3.97,138.1
2024-06-18 18:00:00,9,-0.15,-2.77,2.77,183.2
2024-06-18 18:00:00,10,-0.45,-2.25,2.29,191.4
2024-06-18 18:00:00,11,1.61,-0.6,1.72,110.5
2024-06-18 18:00:00,12,2.42,-0.18,2.43,94.3
2024-06-18 18:00:00,13,1.77,-0.7,1.91,111.5
2024-06-18 18:00:00,14,0.43,-0.86,0.96,153.6
2024-06-18 18:00:00,15,0.31,-0.09,0.32,106.9
2024-06-18 18:00:00,16,0.88,0.7,1.12,51.5
2024-06-18 19:00:00,2,-0.25,-2.27,2.28,186.4
2024-06-18 19:00:00,3,1.14,-3.91,4.07,163.7
2024-06-18 19:00:00,4,2.44,-4.52,5.14,151.6
2024-06-18 19:00:00,5,2.77,-4.17,5.01,146.4
2024-06-18 19:00:00,6,2.84,-6.45,7.05,156.2
2024-06-18 19:00:00,7,4.24,-9.03,9.97,154.8
2024-06-18 19:00:00,8,3.31,-6.27,7.09,152.2
2024-06-18 19:00:00,9,-0.24,-2.87,2.88,184.8
2024-06-18 19:00:00,10,-0.52,-0.17,0.55,252.2
2024-06-18 19:00:00,11,-0.13,1.39,1.4,354.5
2024-06-18 19:00:00,12,-0.17,1.43,1.44,353.1
2024-06-18 19:00:00,13,-0.97,0.96,1.37,314.6
2024-06-18 19:00:00,14,-1.49,0.51,1.58,289.0
2024-06-18 19:00:00,15,-0.7,1.01,1.23,325.4
2024-06-18 19:00:00,16,-0.13,0.43,0.45,343.7
2024-06-18 20:00:00,2,-0.24,1.57,1.59,351.3
2024-06-18 20:00:00,3,1.56,-1.13,1.92,125.8
2024-06-18 20:00:00,4,2.21,-1.98,2.96,131.9
2024-06-18 20:00:00,5,4.22,-2.69,5.01,122.5
2024-06-18 20:00:00,6,3.49,-5.41,6.44,147.2
2024-06-18 20:00:00,7,2.43,-8.09,8.45,163.3
2024-06-18 20:00:00,8,2.95,-7.57,8.12,158.7
2024-06-18 20:00:00,9,3.96,-7.07,8.1,150.7
2024-06-18 20:00:00,10,4.77,-4.19,6.35,131.3
2024-06-18 20:00:00,11,1.03,0.33,1.09,72.1
2024-06-18 20:00:00,12,-1.61,3.69,4.02,336.5
2024-06-18 20:00:00,13,-2.17,4.79,5.25,335.6
2024-06-18 20:00:00,14,-2.87,3.59,4.6,321.4
2024-06-18 20:00:00,15,-4.14,3.13,5.19,307.1
2024-06-18 20:00:00,16,-4.67,2.89,5.49,301.7
2024-06-18 21:00:00,2,1.71,2.37,2.92,35.8
2024-06-18 21:00:00,3,4.67,0.9,4.75,79.1
2024-06-18 21:00:00,4,6.37,0.63,6.4,84.3
2024-06-18 21:00:00,5,6.67,-0.25,6.67,92.2
2024-06-18 21:00:00,6,3.18,-2.51,4.05,128.3
2024-06-18 21:00:00,7,-0.65,-4.5,4.55,188.3
2024-06-18 21:00:00,8,-2.62,-3.52,4.39,216.7
2024-06-18 21:00:00,9,-4.13,-1.39,4.36,251.5
2024-06-18 21:00:00,10,-1.88,-2.31,2.98,219.1
2024-06-18 21:00:00,11,-0.99,1.7,1.97,329.9
2024-06-18 21:00:00,12,-0.86,6.21,6.27,352.1
2024-06-18 21:00:00,13,-0.65,7.81,7.83,355.3
2024-06-18 21:00:00,14,-0.37,7.48,7.49,357.2
2024-06-18 21:00:00,15,-1.13,6.07,6.18,349.5
2024-06-18 21:00:00,16,-4.01,4.6,6.1,318.9
2024-06-18 22:00:00,2,-0.16,3.11,3.11,357.1
2024-06-18 22:00:00,3,2.06,1.13,2.35,61.2
2024-06-18 22:00:00,4,5.21,0.65,5.25,82.9
2024-06-18 22:00:00,5,8.23,-1.37,8.34,99.4
2024-06-18 22:00:00,6,8.72,-2.44,9.05,105.6
2024-06-18 22:00:00,7,5.75,-2.81,6.4,116.0
2024-06-18 22:00:00,8,0.47,-0.93,1.04,152.9
2024-06-18 22:00:00,9,-4.56,4.39,6.33,313.9
2024-06-18 22:00:00,10,-5.42,5.27,7.56,314.2
2024-06-18 22:00:00,11,-5.07,4.49,6.77,311.6
2024-06-18 22:00:00,12,-3.44,6.23,7.12,331.1
2024-06-18 22:00:00,13,-3.63,5.69,6.74,327.5
2024-06-18 22:00:00,14,-3.79,4.73,6.06,321.3
2024-06-18 22:00:00,15,-2.82,5.33,6.03,332.1
2024-06-18 22:00:00,16,-1.74,6.01,6.25,343.8
2024-06-18 23:00:00,2,-0.41,2.38,2.41,350.3
2024-06-18 23:00:00,3,1.57,0.69,1.72,66.2
2024-06-18 23:00:00,4,4.22,-0.17,4.22,92.4
2024-06-18 23:00:00,5,6.35,-1.77,6.6,105.6
2024-06-18 23:00:00,6,7.14,-4.07,8.22,119.7
2024-06-18 23:00:00,7,4.91,-3.52,6.04,125.6
2024-06-18 23:00:00,8,1.1,-1.13,1.58,135.9
2024-06-18 23:00:00,9,-3.89,2.36,4.55,301.3
2024-06-18 23:00:00,10,-3.37,5.67,6.59,329.3
2024-06-18 23:00:00,11,-0.59,7.53,7.55,355.5
2024-06-18 23:00:00,12,3.59,9.17,9.85,21.4
2024-06-18 23:00:00,13,4.8,9.39,10.54,27.1
2024-06-18 23:00:00,14,1.48,7.49,7.63,11.2
2024-06-18 23:00:00,15,-0.68,9.2,9.23,355.8
2024-06-18 23:00:00,16,-1.39,10.0,10.1,352.1
2024-06-19 00:00:00,2,-0.77,2.23,2.35,341.0
2024-06-19 00:00:00,3,0.37,0.59,0.7,31.7
2024-06-19 00:00:00,4,2.0,-0.39,2.04,100.9
2024-06-19 00:00:00,5,2.91,-3.21,4.33,137.7
2024-06-19 00:00:00,6,2.73,-5.41,6.06,153.2
2024-06-19 00:00:00,7,2.6,-5.29,5.9,153.8
2024-06-19 00:00:00,8,0.81,-2.57,2.7,162.6
2024-06-19 00:00:00,9,-2.52,1.57,2.97,302.0
2024-06-19 00:00:00,10,-0.69,4.5,4.55,351.2
2024-06-19 00:00:00,11,2.79,5.82,6.46,25.6
2024-06-19 00:00:00,12,3.93,6.79,7.85,30.0
2024-06-19 00:00:00,13,5.77,8.03,9.89,35.7
2024-06-19 00:00:00,14,2.05,8.05,8.3,14.3
2024-06-19 00:00:00,15,-1.31,10.12,10.2,352.6
2024-06-19 00:00:00,16,-1.01,8.42,8.48,353.1
2024-06-19 01:00:00,2,-0.61,1.42,1.54,336.9
2024-06-19 01:00:00,3,1.03,-0.69,1.24,123.8
2024-06-19 01:00:00,4,2.09,-2.01,2.89,133.9
2024-06-19 01:00:00,5,1.71,-4.39,4.71,158.8
2024-06-19 01:00:00,6,-0.25,-5.29,5.3,182.7
2024-06-19 01:00:00,7,-0.27,-4.23,4.24,183.6
2024-06-19 01:00:00,8,-1.17,-1.61,1.99,216.1
2024-06-19 01:00:00,9,-1.24,1.78,2.17,325.1
2024-06-19 01:00:00,10,3.43,3.84,5.15,41.7
2024-06-19 01:00:00,11,4.95,3.75,6.21,52.8
2024-06-19 01:00:00,12,7.08,5.68,9.08,51.3
2024-06-19 01:00:00,13,5.64,7.2,9.15,38.1
2024-06-19 01:00:00,14,0.17,6.29,6.3,1.6
2024-06-19 01:00:00,15,-4.4,7.75,8.91,330.4
2024-06-19 01:00:00,16,-4.56,6.76,8.15,326.0
2024-06-19 02:00:00,2,0.29,0.48,0.56,31.4
2024-06-19 02:00:00,3,0.79,-1.69,1.87,155.1
2024-06-19 02:00:00,4,0.87,-3.65,3.76,166.6
2024-06-19 02:00:00,5,-0.07,-4.59,4.59,180.9
2024-06-19 02:00:00,6,-1.14,-4.43,4.57,194.4
2024-06-19 02:00:00,7,-0.7,-2.46,2.56,195.9
2024-06-19 02:00:00,8,0.03,-0.85,0.85,178.2
2024-06-19 02:00:00,9,2.93,0.67,3.0,77.0
2024-06-19 02:00:00,10,4.09,0.16,4.1,87.8
2024-06-19 02:00:00,11,2.57,-0.77,2.68,106.8
2024-06-19 02:00:00,12,3.37,2.49,4.19,53.6
2024-06-19 02:00:00,13,2.46,5.87,6.37,22.7
2024-06-19 02:00:00,14,-2.31,5.43,5.9,337.0
2024-06-19 02:00:00,15,-4.98,6.13,7.9,320.9
2024-06-19 02:00:00,16,-5.45,5.78,7.94,316.7
2024-06-19 03:00:00,2,0.97,-0.23,0.99,103.6
2024-06-19 03:00:00,3,0.02,-1.98,1.98,179.4
2024-06-19 03:00:00,4,-1.21,-3.48,3.69,199.2
2024-06-19 03:00:00,5,-2.17,-3.8,4.38,209.8
2024-06-19 03:00:00,6,-1.85,-2.89,3.43,212.5
2024-06-19 03:00:00,7,1.24,-2.43,2.73,152.9
2024-06-19 03:00:00,8,3.08,-2.21,3.79,125.6
2024-06-19 03:00:00,9,5.17,-6.26,8.12,140.4
2024-06-19 03:00:00,10,2.07,-6.47,6.79,162.3
2024-06-19 03:00:00,11,-2.26,-3.11,3.85,216.0
2024-06-19 03:00:00,12,-3.23,0.79,3.33,283.7
2024-06-19 03:00:00,13,-0.85,4.34,4.42,349.0
2024-06-19 03:00:00,14,-2.02,5.72,6.07,340.5
2024-06-19 03:00:00,15,-2.87,6.49,7.09,336.2
2024-06-19 03:00:00,16,-2.58,5.44,6.02,334.6
2024-06-19 04:00:00,2,1.97,0.7,2.09,70.4
2024-06-19 04:00:00,3,-0.09,-0.56,0.57,188.8
2024-06-19 04:00:00,4,-3.27,-0.25,3.28,265.6
2024-06-19 04:00:00,5,-3.85,0.49,3.88,277.3
2024-06-19 04:00:00,6,-1.54,-0.95,1.81,238.4
2024-06-19 04:00:00,7,1.78,-3.57,3.99,153.5
2024-06-19 04:00:00,8,2.38,-9.54,9.83,166.0
2024-06-19 04:00:00,9,-0.17,-10.62,10.62,180.9
2024-06-19 04:00:00,10,-2.81,-7.63,8.13,200.2
2024-06-19 04:00:00,11,-4.03,-1.55,4.32,248.9
2024-06-19 04:00:00,12,-4.47,2.32,5.03,297.4
2024-06-19 04:00:00,13,-1.64,3.35,3.73,333.9
2024-06-19 04:00:00,14,0.09,4.57,4.57,1.1
2024-06-19 04:00:00,15,1.77,4.11,4.48,23.2
2024-06-19 04:00:00,16,4.77,2.19,5.24,65.4
2024-06-19 05:00:00,2,1.8,-0.24,1.82,97.6
2024-06-19 05:00:00,3,-1.24,-1.11,1.67,228.1
2024-06-19 05:00:00,4,-3.61,-0.09,3.61,268.6
2024-06-19 05:00:00,5,-4.72,1.18,4.87,284.0
2024-06-19 05:00:00,6,-3.08,-0.13,3.08,267.5
2024-06-19 05:00:00,7,-0.38,-3.53,3.55,186.1
2024-06-19 05:00:00,8,1.32,-8.83,8.92,171.5
2024-06-19 05:00:00,9,-1.46,-9.45,9.57,188.8
2024-06-19 05:00:00,10,-4.03,-4.07,5.73,224.7
2024-06-19 05:00:00,11,-4.53,2.49,5.17,298.7
2024-06-19 05:00:00,12,-1.33,4.17,4.38,342.3
2024-06-19 05:00:00,13,1.23,4.42,4.59,15.5
2024-06-19 05:00:00,14,3.06,3.28,4.49,43.0
2024-06-19 05:00:00,15,4.03,0.73,4.1,79.7
2024-06-19 05:00:00,16,2.1,-1.13,2.39,118.4
2024-06-19 06:00:00,2,1.35,1.57,2.07,40.8
2024-06-19 06:00:00,3,-0.96,-1.03,1.41,222.9
2024-06-19 06:00:00,4,-3.05,0.06,3.05,271.1
2024-06-19 06:00:00,5,-4.03,2.33,4.65,300.0
2024-06-19 06:00:00,6,-3.6,0.57,3.65,279.0
2024-06-19 06:00:00,7,-0.61,-4.09,4.14,188.4
2024-06-19 06:00:00,8,0.07,-10.06,10.06,179.6
2024-06-19 06:00:00,9,-2.54,-8.77,9.13,196.1
2024-06-19 06:00:00,10,-3.36,-1.42,3.65,247.1
2024-06-19 06:00:00,11,-1.78,1.71,2.47,313.9
2024-06-19 06:00:00,12,1.05,1.55,1.87,34.3
2024-06-19 06:00:00,13,3.07,1.64,3.48,61.9
2024-06-19 06:00:00,14,3.2,0.15,3.2,87.4
2024-06-19 06:00:00,15,2.85,-0.13,2.86,92.7
2024-06-19 06:00:00,16,2.1,0.44,2.15,78.2
2024-06-19 07:00:00,2,1.37,2.0,2.42,34.3
2024-06-19 07:00:00,3,-1.13,-1.39,1.79,219.0
2024-06-19 07:00:00,4,-2.51,-0.65,2.6,255.4
2024-06-19 07:00:00,5,-2.79,1.8,3.32,302.9
2024-06-19 07:00:00,6,-2.34,-1.66,2.87,234.6
2024-06-19 07:00:00,7,-0.75,-6.79,6.83,186.3
2024-06-19 07:00:00,8,-0.41,-11.31,11.31,182.1
2024-06-19 07:00:00,9,-2.32,-7.19,7.56,197.9
2024-06-19 07:00:00,10,-0.4,-1.23,1.3,198.0
2024-06-19 07:00:00,11,-0.34,-0.17,0.38,243.0
2024-06-19 07:00:00,12,0.91,0.0,0.91,90.0
2024-06-19 07:00:00,13,1.85,0.99,2.1,61.7
2024-06-19 07:00:00,14,0.89,0.35,0.96,68.8
2024-06-19 07:00:00,15,2.59,0.65,2.67,75.8
2024-06-19 07:00:00,16,2.96,2.0,3.57,56.0
2024-06-19 08:00:00,2,0.46,0.91,1.02,26.9
2024-06-19 08:00:00,3,-2.19,-2.41,3.25,222.3
2024-06-19 08:00:00,4,-2.99,-2.15,3.68,234.2
2024-06-19 08:00:00,5,-0.97,-0.95,1.36,225.4
2024-06-19 08:00:00,6,0.4,-5.41,5.42,175.8
2024-06-19 08:00:00,7,1.47,-10.53,10.63,172.1
2024-06-19 08:00:00,8,2.51,-12.14,12.4,168.3
2024-06-19 08:00:00,9,1.55,-6.57,6.75,166.8
2024-06-19 08:00:00,10,0.53,-1.57,1.65,161.4
2024-06-19 08:00:00,11,-2.25,-1.37,2.64,238.8
2024-06-19 08:00:00,12,-1.52,-0.25,1.54,260.8
2024-06-19 08:00:00,13,-1.67,-0.22,1.69,262.5
2024-06-19 08:00:00,14,0.61,-0.29,0.68,115.6
2024-06-19 08:00:00,15,3.01,1.24,3.25,67.6
2024-06-19 08:00:00,16,4.04,2.93,4.99,54.1
2024-06-19 09:00:00,2,-1.11,-1.25,1.68,221.6
2024-06-19 09:00:00,3,-3.03,-3.62,4.72,220.0
2024-06-19 09:00:00,4,-2.15,-2.5,3.3,220.7
2024-06-19 09:00:00,5,-0.64,-2.47,2.55,194.5
2024-06-19 09:00:00,6,-0.31,-8.61,8.62,182.0
2024-06-19 09:00:00,7,1.49,-13.1,13.18,173.5
2024-06-19 09:00:00,8,3.71,-14.49,14.96,165.6
2024-06-19 09:00:00,9,1.23,-4.68,4.84,165.3
2024-06-19 09:00:00,10,-1.63,-1.71,2.37,223.6
2024-06-19 09:00:00,11,-2.09,-0.89,2.27,247.0
2024-06-19 09:00:00,12,-0.9,-0.92,1.29,224.4
2024-06-19 09:00:00,13,1.93,-0.81,2.1,112.8
2024-06-19 09:00:00,14,3.52,0.91,3.64,75.5
2024-06-19 09:00:00,15,3.49,2.99,4.6,49.5
2024-06-19 09:00:00,16,4.22,3.93,5.76,47.1
2024-06-19 10:00:00,2,-2.31,-3.03,3.81,217.3
2024-06-19 10:00:00,3,-3.11,-4.4,5.39,215.2
2024-06-19 10:00:00,4,-1.23,-2.83,3.09,203.5
2024-06-19 10:00:00,5,0.47,-5.03,5.05,174.7
2024-06-19 10:00:00,6,1.05,-10.5,10.55,174.3
2024-06-19 10:00:00,7,2.26,-15.49,15.65,171.7
2024-06-19 10:00:00,8,3.46,-13.55,13.98,165.7
2024-06-19 10:00:00,9,-1.7,-2.54,3.06,213.8
2024-06-19 10:00:00,10,-2.42,-1.4,2.8,240.0
2024-06-19 10:00:00,11,-1.42,-1.35,1.96,226.5
2024-06-19 10:00:00,12,1.03,-1.73,2.02,149.2
2024-06-19 10:00:00,13,2.79,-0.07,2.79,91.4
2024-06-19 10:00:00,14,2.83,1.18,3.06,67.3
2024-06-19 10:00:00,15,3.36,2.22,4.03,56.5
2024-06-19 10:00:00,16,3.91,3.08,4.97,51.7
2024-06-19 11:00:00,2,-1.43,-3.56,3.84,201.8
2024-06-19 11:00:00,3,-2.42,-4.43,5.05,208.6
2024-06-19 11:00:00,4,-0.29,-3.09,3.1,185.3
2024-06-19 11:00:00,5,0.38,-7.29,7.3,177.0
2024-06-19 11:00:00,6,1.23,-12.28,12.34,174.3
2024-06-19 11:00:00,7,2.15,-15.2,15.35,171.9
2024-06-19 11:00:00,8,2.31,-9.95,10.22,166.9
2024-06-19 11:00:00,9,-0.24,-2.25,2.26,186.1
2024-06-19 11:00:00,10,-0.88,-2.19,2.36,201.9
2024-06-19 11:00:00,11,-0.23,-2.71,2.72,184.9
2024-06-19 11:00:00,12,1.09,-1.4,1.77,142.2
2024-06-19 11:00:00,13,0.81,0.8,1.14,45.5
2024-06-19 11:00:00,14,0.75,1.85,2.0,21.9
