Date,Depth,Velocity E [cm/s],Velocity N [cm/s],Magnitude [cm/s],Direction [Degrees]
2024-06-18 16:00:00,13,-3.43,-1.97,3.96,240.2
2024-06-18 16:00:00,14,-3.32,-3.78,5.03,221.2
2024-06-18 16:00:00,15,-5.78,-3.43,6.73,239.3
2024-06-18 16:00:00,16,-5.2,-3.48,6.26,236.2
2024-06-18 16:00:00,17,-5.37,-3.75,6.55,235.1
2024-06-18 17:00:00,2,-1.43,8.92,9.03,350.9
2024-06-18 17:00:00,3,-6.17,13.3,14.66,335.1
2024-06-18 17:00:00,4,1.07,13.23,13.28,4.6
2024-06-18 17:00:00,5,8.4,11.78,14.47,35.5
2024-06-18 17:00:00,6,9.72,5.25,11.04,61.6
2024-06-18 17:00:00,7,9.57,2.92,10.0,73.0
2024-06-18 17:00:00,8,6.22,1.1,6.31,80.0
2024-06-18 17:00:00,9,3.58,0.3,3.6,85.2
2024-06-18 17:00:00,10,0.2,-0.98,1.0,168.5
2024-06-18 17:00:00,11,-2.32,-2.8,3.63,219.6
2024-06-18 17:00:00,12,-1.72,-2.02,2.65,220.4
2024-06-18 17:00:00,13,-3.12,-2.88,4.25,227.2
2024-06-18 17:00:00,14,-4.12,-2.02,4.58,243.9
2024-06-18 17:00:00,15,-5.27,-1.82,5.57,251.0
2024-06-18 17:00:00,16,-4.68,-2.35,5.24,243.4
2024-06-18 17:00:00,17,-5.38,-1.52,5.59,254.3
2024-06-18 18:00:00,2,1.77,11.73,11.87,8.6
2024-06-18 18:00:00,3,-3.77,15.58,16.03,346.4
2024-06-18 18:00:00,4,3.65,13.85,14.32,14.8
2024-06-18 18:00:00,5,9.13,10.8,14.14,40.2
2024-06-18 18:00:00,6,9.55,1.92,9.74,78.7
2024-06-18 18:00:00,7,7.83,-0.07,7.83,90.5
2024-06-18 18:00:00,8,6.1,-2.12,6.46,109.1
2024-06-18 18:00:00,9,3.78,-1.93,4.25,117.1
2024-06-18 18:00:00,10,-0.2,-4.18,4.19,182.7
2024-06-18 18:00:00,11,-2.23,-4.9,5.38,204.5
2024-06-18 18:00:00,12,-0.93,-3.57,3.69,194.7
2024-06-18 18:00:00,13,-1.62,-3.22,3.6,206.7
2024-06-18 18:00:00,14,-1.12,-2.02,2.31,209.0
2024-06-18 18:00:00,15,-2.57,-1.48,2.96,240.0
2024-06-18 18:00:00,16,-1.78,-1.25,2.18,235.0
2024-06-18 18:00:00,17,-2.55,-1.25,2.84,243.9
2024-06-18 19:00:00,2,0.33,15.03,15.04,1.3
2024-06-18 19:00:00,3,-2.53,18.18,18.36,352.1
2024-06-18 19:00:00,4,4.78,13.93,14.73,18.9
2024-06-18 19:00:00,5,9.2,10.12,13.67,42.3
2024-06-18 19:00:00,6,9.52,0.97,9.57,84.2
2024-06-18 19:00:00,7,6.75,-2.73,7.28,112.0
2024-06-18 19:00:00,8,6.15,-5.15,8.02,129.9
2024-06-18 19:00:00,9,3.45,-4.88,5.98,144.8
2024-06-18 19:00:00,10,0.88,-5.5,5.57,170.9
2024-06-18 19:00:00,11,-1.42,-6.25,6.41,192.8
2024-06-18 19:00:00,12,-0.02,-4.82,4.82,180.2
2024-06-18 19:00:00,13,-0.27,-4.52,4.52,183.4
2024-06-18 19:00:00,14,-0.5,-2.4,2.45,191.8
2024-06-18 19:00:00,15,-2.28,-1.5,2.73,236.7
2024-06-18 19:00:00,16,-1.83,-1.37,2.29,233.3
2024-06-18 19:00:00,17,-1.6,-1.3,2.06,230.9
2024-06-18 20:00:00,2,1.67,17.02,17.1,5.6
2024-06-18 20:00:00,3,1.4,15.85,15.91,5.0
2024-06-18 20:00:00,4,6.82,11.63,13.48,30.4
2024-06-18 20:00:00,5,9.52,6.4,11.47,56.1
2024-06-18 20:00:00,6,5.77,-4.48,7.3,127.9
2024-06-18 20:00:00,7,3.93,-8.03,8.94,153.9
2024-06-18 20:00:00,8,3.97,-10.78,11.49,159.8
2024-06-18 20:00:00,9,3.72,-10.22,10.87,160.0
2024-06-18 20:00:00,10,3.32,-9.57,10.13,160.9
2024-06-18 20:00:00,11,-0.22,-6.33,6.34,182.0
2024-06-18 20:00:00,12,-2.07,-4.87,5.29,203.0
2024-06-18 20:00:00,13,-1.88,-2.78,3.36,214.1
2024-06-18 20:00:00,14,-1.07,-1.58,1.91,214.0
2024-06-18 20:00:00,15,-1.92,1.43,2.39,306.8
2024-06-18 20:00:00,16,-2.75,1.95,3.37,305.3
2024-06-18 20:00:00,17,-1.72,2.88,3.36,329.2
2024-06-18 21:00:00,2,3.6,16.25,16.64,12.5
2024-06-18 21:00:00,3,2.72,16.65,16.87,9.3
2024-06-18 21:00:00,4,5.42,11.23,12.47,25.7
2024-06-18 21:00:00,5,7.13,5.25,8.86,53.6
2024-06-18 21:00:00,6,4.05,-4.42,5.99,137.5
2024-06-18 21:00:00,7,-0.27,-8.28,8.29,181.8
2024-06-18 21:00:00,8,-1.45,-9.68,9.79,188.5
2024-06-18 21:00:00,9,-0.63,-8.95,8.97,184.0
2024-06-18 21:00:00,10,-0.63,-8.98,9.01,184.0
2024-06-18 21:00:00,11,-2.33,-6.87,7.25,198.8
2024-06-18 21:00:00,12,-2.62,-4.63,5.32,209.5
2024-06-18 21:00:00,13,-3.18,-3.42,4.67,223.0
2024-06-18 21:00:00,14,-0.87,-2.03,2.21,203.1
2024-06-18 21:00:00,15,-0.22,0.15,0.26,304.7
2024-06-18 21:00:00,16,-0.2,2.28,2.29,355.0
2024-06-18 21:00:00,17,0.42,2.77,2.8,8.6
2024-06-18 22:00:00,2,2.2,17.0,17.14,7.4
2024-06-18 22:00:00,3,0.98,19.25,19.28,2.9
2024-06-18 22:00:00,4,3.45,15.05,15.44,12.9
2024-06-18 22:00:00,5,3.2,10.07,10.56,17.6
2024-06-18 22:00:00,6,2.25,1.05,2.48,65.0
2024-06-18 22:00:00,7,0.22,-5.55,5.55,177.8
2024-06-18 22:00:00,8,-4.6,-6.65,8.09,214.7
2024-06-18 22:00:00,9,-7.22,-5.85,9.29,231.0
2024-06-18 22:00:00,10,-7.57,-5.1,9.12,236.0
2024-06-18 22:00:00,11,-3.72,-7.7,8.55,205.8
2024-06-18 22:00:00,12,-2.48,-7.93,8.31,197.4
2024-06-18 22:00:00,13,-1.13,-6.08,6.19,190.6
2024-06-18 22:00:00,14,0.73,-3.5,3.58,168.2
2024-06-18 22:00:00,15,4.45,-3.85,5.88,130.9
2024-06-18 22:00:00,16,5.15,-2.72,5.82,117.8
2024-06-18 22:00:00,17,6.23,-0.73,6.28,96.7
2024-06-18 23:00:00,2,4.2,18.93,19.39,12.5
2024-06-18 23:00:00,3,2.15,18.28,18.41,6.7
2024-06-18 23:00:00,4,3.22,14.4,14.75,12.6
2024-06-18 23:00:00,5,3.9,10.07,10.8,21.2
2024-06-18 23:00:00,6,1.35,0.27,1.38,78.8
2024-06-18 23:00:00,7,-0.28,-4.42,4.43,183.7
2024-06-18 23:00:00,8,-5.18,-4.15,6.64,231.3
2024-06-18 23:00:00,9,-8.78,-1.13,8.86,262.6
2024-06-18 23:00:00,10,-10.23,-1.63,10.36,260.9
2024-06-18 23:00:00,11,-3.27,-5.15,6.1,212.4
2024-06-18 23:00:00,12,-2.17,-4.78,5.25,204.4
2024-06-18 23:00:00,13,-0.12,-5.25,5.25,181.3
2024-06-18 23:00:00,14,2.02,-4.08,4.55,153.7
2024-06-18 23:00:00,15,5.65,-4.0,6.92,125.3
2024-06-18 23:00:00,16,7.2,-3.73,8.11,117.4
2024-06-18 23:00:00,17,8.88,-2.18,9.15,103.8
2024-06-19 00:00:00,2,7.95,16.18,18.03,26.2
2024-06-19 00:00:00,3,3.82,17.98,18.38,12.0
2024-06-19 00:00:00,4,4.32,13.93,14.59,17.2
2024-06-19 00:00:00,5,3.73,7.72,8.57,25.8
2024-06-19 00:00:00,6,0.95,-1.92,2.14,153.6
2024-06-19 00:00:00,7,-0.63,-4.93,4.97,187.3
2024-06-19 00:00:00,8,-4.37,-5.7,7.18,217.5
2024-06-19 00:00:00,9,-8.28,-0.28,8.29,268.0
2024-06-19 00:00:00,10,-8.63,0.8,8.67,275.3
2024-06-19 00:00:00,11,-3.2,-3.15,4.49,225.5
2024-06-19 00:00:00,12,-2.53,-2.9,3.85,221.1
2024-06-19 00:00:00,13,-0.83,-3.93,4.02,192.0
2024-06-19 00:00:00,14,1.08,-4.6,4.73,166.7
2024-06-19 00:00:00,15,4.53,-4.93,6.7,137.4
2024-06-19 00:00:00,16,7.7,-3.82,8.59,116.4
2024-06-19 00:00:00,17,7.12,-2.93,7.7,112.4
2024-06-19 01:00:00,2,10.27,14.85,18.05,34.7
2024-06-19 01:00:00,3,4.4,15.6,16.21,15.8
2024-06-19 01:00:00,4,4.23,12.8,13.48,18.3
2024-06-19 01:00:00,5,4.37,6.87,8.14,32.5
2024-06-19 01:00:00,6,1.33,-0.98,1.66,126.4
2024-06-19 01:00:00,7,-0.3,-3.73,3.75,184.6
2024-06-19 01:00:00,8,-3.52,-6.05,7.0,210.2
2024-06-19 01:00:00,9,-7.67,-3.0,8.23,248.6
2024-06-19 01:00:00,10,-7.67,2.08,7.94,285.2
2024-06-19 01:00:00,11,-3.93,-1.02,4.06,255.5
2024-06-19 01:00:00,12,-3.35,-1.2,3.56,250.3
2024-06-19 01:00:00,13,-2.0,-0.62,2.09,252.9
2024-06-19 01:00:00,14,-0.55,-2.72,2.77,191.4
2024-06-19 01:00:00,15,3.05,-5.0,5.86,148.6
2024-06-19 01:00:00,16,4.82,-6.6,8.17,143.9
2024-06-19 01:00:00,17,7.45,-6.47,9.87,131.0
2024-06-19 02:00:00,2,14.53,12.42,19.12,49.5
2024-06-19 02:00:00,3,5.6,18.05,18.9,17.2
2024-06-19 02:00:00,4,7.4,14.42,16.2,27.2
2024-06-19 02:00:00,5,4.45,8.7,9.77,27.1
2024-06-19 02:00:00,6,1.83,0.32,1.86,80.2
2024-06-19 02:00:00,7,0.73,-3.12,3.2,166.8
2024-06-19 02:00:00,8,-2.68,-5.65,6.25,205.4
2024-06-19 02:00:00,9,-5.03,-5.93,7.78,220.3
2024-06-19 02:00:00,10,-5.53,-1.0,5.62,259.8
2024-06-19 02:00:00,11,-3.48,0.8,3.57,282.9
2024-06-19 02:00:00,12,-1.33,-0.52,1.43,248.8
2024-06-19 02:00:00,13,-0.92,-1.07,1.41,220.7
2024-06-19 02:00:00,14,-0.12,-3.75,3.75,181.8
2024-06-19 02:00:00,15,2.22,-5.73,6.15,158.9
2024-06-19 02:00:00,16,3.6,-7.42,8.24,154.1
2024-06-19 02:00:00,17,6.63,-7.85,10.28,139.8
2024-06-19 03:00:00,2,7.35,12.58,14.57,30.3
2024-06-19 03:00:00,3,4.08,14.95,15.5,15.3
2024-06-19 03:00:00,4,7.18,14.53,16.21,26.3
2024-06-19 03:00:00,5,8.05,10.33,13.1,37.9
2024-06-19 03:00:00,6,3.42,0.78,3.51,77.1
2024-06-19 03:00:00,7,0.62,-2.75,2.82,167.4
2024-06-19 03:00:00,8,-2.6,-5.25,5.86,206.3
2024-06-19 03:00:00,9,-7.05,-5.23,8.78,233.4
2024-06-19 03:00:00,10,-8.8,-2.27,9.09,255.6
2024-06-19 03:00:00,11,-3.62,0.98,3.75,285.2
2024-06-19 03:00:00,12,-0.02,2.17,2.17,359.6
2024-06-19 03:00:00,13,2.05,-0.72,2.17,109.3
2024-06-19 03:00:00,14,1.18,-3.58,3.77,161.7
2024-06-19 03:00:00,15,1.88,-5.62,5.92,161.5
2024-06-19 03:00:00,16,2.22,-8.18,8.48,164.8
2024-06-19 03:00:00,17,4.93,-8.95,10.22,151.1
2024-06-19 04:00:00,2,5.82,10.17,11.71,29.8
2024-06-19 04:00:00,3,5.05,13.15,14.09,21.0
2024-06-19 04:00:00,4,7.72,10.32,12.88,36.8
2024-06-19 04:00:00,5,8.42,7.35,11.17,48.9
2024-06-19 04:00:00,6,3.32,-0.75,3.4,102.7
2024-06-19 04:00:00,7,-0.72,-3.6,3.67,191.3
2024-06-19 04:00:00,8,-3.5,-5.15,6.23,214.2
2024-06-19 04:00:00,9,-6.87,-4.95,8.46,234.2
2024-06-19 04:00:00,10,-8.45,-1.65,8.61,259.0
2024-06-19 04:00:00,11,-0.78,2.73,2.84,344.0
2024-06-19 04:00:00,12,3.57,3.8,5.21,43.2
2024-06-19 04:00:00,13,3.27,0.73,3.35,77.3
2024-06-19 04:00:00,14,2.87,-3.17,4.27,137.8
2024-06-19 04:00:00,15,1.97,-5.23,5.59,159.4
2024-06-19 04:00:00,16,1.0,-6.6,6.68,171.4
2024-06-19 04:00:00,17,2.07,-7.92,8.18,165.4
2024-06-19 05:00:00,2,7.1,9.33,11.73,37.3
2024-06-19 05:00:00,3,9.72,8.33,12.8,49.4
2024-06-19 05:00:00,4,8.77,6.77,11.07,52.3
2024-06-19 05:00:00,5,6.67,2.53,7.13,69.2
2024-06-19 05:00:00,6,1.48,-3.77,4.05,158.5
2024-06-19 05:00:00,7,-2.68,-4.18,4.97,212.7
2024-06-19 05:00:00,8,-6.25,-5.53,8.35,228.5
2024-06-19 05:00:00,9,-10.45,-3.52,11.03,251.4
2024-06-19 05:00:00,10,-8.02,1.25,8.11,278.9
2024-06-19 05:00:00,11,2.87,2.98,4.14,43.9
2024-06-19 05:00:00,12,6.42,3.43,7.28,61.9
2024-06-19 05:00:00,13,3.8,3.02,4.85,51.6
2024-06-19 05:00:00,14,4.55,-1.32,4.74,106.1
2024-06-19 05:00:00,15,3.85,-3.47,5.18,132.0
2024-06-19 05:00:00,16,2.33,-3.7,4.37,147.8
2024-06-19 05:00:00,17,2.9,-5.07,5.84,150.2
2024-06-19 06:00:00,2,5.63,9.8,11.3,29.9
2024-06-19 06:00:00,3,10.63,7.07,12.77,56.4
2024-06-19 06:00:00,4,8.25,3.37,8.91,67.8
2024-06-19 06:00:00,5,5.95,-0.88,6.02,98.4
2024-06-19 06:00:00,6,0.68,-3.83,3.89,169.9
2024-06-19 06:00:00,7,-3.52,-4.13,5.43,220.4
2024-06-19 06:00:00,8,-6.6,-4.43,7.95,236.1
2024-06-19 06:00:00,9,-10.02,-2.42,10.3,256.4
2024-06-19 06:00:00,10,-8.63,3.18,9.2,290.2
2024-06-19 06:00:00,11,4.15,2.87,5.04,55.4
2024-06-19 06:00:00,12,8.8,1.55,8.94,80.0
2024-06-19 06:00:00,13,7.83,1.03,7.9,82.5
2024-06-19 06:00:00,14,5.62,0.28,5.62,87.1
2024-06-19 06:00:00,15,4.55,0.08,4.55,89.0
2024-06-19 06:00:00,16,1.78,-0.65,1.9,110.0
2024-06-19 06:00:00,17,0.68,-1.27,1.44,151.7
2024-06-19 07:00:00,2,3.83,9.07,9.84,22.9
2024-06-19 07:00:00,3,9.53,3.48,10.15,69.9
2024-06-19 07:00:00,4,7.57,1.95,7.81,75.5
2024-06-19 07:00:00,5,4.25,-1.43,4.49,108.6
2024-06-19 07:00:00,6,-0.48,-5.05,5.07,185.5
2024-06-19 07:00:00,7,-5.5,-4.03,6.82,233.7
2024-06-19 07:00:00,8,-6.73,-4.2,7.94,238.0
2024-06-19 07:00:00,9,-10.23,-1.38,10.33,262.3
2024-06-19 07:00:00,10,-9.35,3.7,10.06,291.6
2024-06-19 07:00:00,11,4.5,4.67,6.48,44.0
2024-06-19 07:00:00,12,9.53,2.83,9.95,73.4
2024-06-19 07:00:00,13,11.3,-0.68,11.32,93.5
2024-06-19 07:00:00,14,7.73,-1.93,7.97,104.0
2024-06-19 07:00:00,15,1.68,0.5,1.76,73.5
2024-06-19 07:00:00,16,0.13,1.7,1.71,4.5
2024-06-19 07:00:00,17,-2.05,1.6,2.6,308.0
2024-06-19 08:00:00,2,2.15,11.4,11.6,10.7
2024-06-19 08:00:00,3,11.23,3.82,11.86,71.2
2024-06-19 08:00:00,4,8.7,0.9,8.75,84.1
2024-06-19 08:00:00,5,4.67,-1.43,4.88,107.1
2024-06-19 08:00:00,6,-0.62,-4.23,4.28,188.3
2024-06-19 08:00:00,7,-5.82,-3.95,7.03,235.8
2024-06-19 08:00:00,8,-7.07,-4.63,8.45,236.7
2024-06-19 08:00:00,9,-8.52,-3.07,9.05,250.2
2024-06-19 08:00:00,10,-9.3,2.13,9.54,282.9
2024-06-19 08:00:00,11,4.52,1.52,4.76,71.4
2024-06-19 08:00:00,12,11.12,1.25,11.19,83.6
2024-06-19 08:00:00,13,8.08,-2.78,8.55,109.0
2024-06-19 08:00:00,14,4.48,-1.17,4.63,104.6
2024-06-19 08:00:00,15,-1.48,3.27,3.59,335.6
2024-06-19 08:00:00,16,-2.55,4.68,5.33,331.4
2024-06-19 08:00:00,17,-4.3,4.4,6.15,315.7
2024-06-19 09:00:00,2,4.8,4.05,6.28,49.8
2024-06-19 09:00:00,3,1.92,2.53,3.18,37.1
2024-06-19 09:00:00,4,1.92,-1.03,2.18,118.3
2024-06-19 09:00:00,5,-1.17,-1.3,1.75,221.9
2024-06-19 09:00:00,6,-2.65,-1.33,2.97,243.3
2024-06-19 09:00:00,7,-6.55,-2.33,6.95,250.4
2024-06-19 09:00:00,8,-7.75,-2.18,8.05,254.3
2024-06-19 09:00:00,9,-8.42,0.65,8.44,274.4
2024-06-19 09:00:00,10,-6.2,5.07,8.01,309.3
2024-06-19 09:00:00,11,8.77,1.98,8.99,77.3
2024-06-19 09:00:00,12,7.78,-1.97,8.03,104.2
2024-06-19 09:00:00,13,0.68,-5.23,5.28,172.6
2024-06-19 09:00:00,14,0.37,-1.4,1.45,165.3
2024-06-19 09:00:00,15,-3.6,2.98,4.68,309.6
2024-06-19 09:00:00,16,-5.42,2.47,5.95,294.5
2024-06-19 09:00:00,17,-5.72,3.58,6.75,302.1
2024-06-19 10:00:00,2,6.98,4.93,8.55,54.8
2024-06-19 10:00:00,3,0.53,4.37,4.4,7.0
2024-06-19 10:00:00,4,0.83,1.83,2.01,24.4
2024-06-19 10:00:00,5,-0.97,-0.25,1.0,255.5
2024-06-19 10:00:00,6,-3.5,-1.92,3.99,241.3
2024-06-19 10:00:00,7,-5.72,-1.77,5.98,252.8
2024-06-19 10:00:00,8,-6.58,-0.32,6.59,267.2
2024-06-19 10:00:00,9,-6.25,3.28,7.06,297.7
2024-06-19 10:00:00,10,-0.9,5.17,5.24,350.1
2024-06-19 10:00:00,11,7.2,-0.3,7.21,92.4
2024-06-19 10:00:00,12,0.85,-4.98,5.06,170.3
2024-06-19 10:00:00,13,-4.53,-4.77,6.58,223.6
2024-06-19 10:00:00,14,-4.12,0.52,4.15,277.2
2024-06-19 10:00:00,15,-7.35,3.55,8.16,295.8
2024-06-19 10:00:00,16,-7.93,4.63,9.19,300.3
2024-06-19 10:00:00,17,-7.25,3.43,8.02,295.3
2024-06-19 11:00:00,2,2.48,9.98,10.29,14.0
2024-06-19 11:00:00,3,5.13,6.4,8.2,38.7
2024-06-19 11:00:00,4,3.83,3.13,4.95,50.7
2024-06-19 11:00:00,5,1.32,-0.73,1.51,119.1
2024-06-19 11:00:00,6,-2.28,-1.7,2.85,233.3
2024-06-19 11:00:00,7,-5.22,0.53,5.24,275.8
2024-06-19 11:00:00,8,-5.7,2.88,6.39,296.8
2024-06-19 11:00:00,9,-2.65,5.3,5.93,333.4
2024-06-19 11:00:00,10,3.4,1.72,3.81,63.2
2024-06-19 11:00:00,11,-1.37,-2.93,3.24,205.0
2024-06-19 11:00:00,12,-6.48,-4.18,7.72,237.2
2024-06-19 11:00:00,13,-7.67,-2.73,8.14,250.4
2024-06-19 11:00:00,14,-6.9,0.65,6.93,275.4
2024-06-19 11:00:00,15,-7.93,4.33,9.04,298.6
2024-06-19 11:00:00,16,-7.67,4.78,9.04,302.0
2024-06-19 11:00:00,17,-7.52,3.58,8.33,295.5
2024-06-19 12:00:00,2,-2.52,13.75,13.98,349.6
2024-06-19 12:00:00,3,6.17,6.58,9.02,43.1
2024-06-19 12:00:00,4,4.58,2.52,5.23,61.2
2024-06-19 12:00:00,5,-1.62,-1.07,1.94,236.6
2024-06-19 12:00:00,6,-2.75,1.23,3.01,294.2
2024-06-19 12:00:00,7,-5.13,4.68,6.95,312.4
2024-06-19 12:00:00,8,-2.57,6.38,6.88,338.1
2024-06-19 12:00:00,9,3.13,2.95,4.3,46.7
2024-06-19 12:00:00,10,3.2,-3.35,4.63,136.3
2024-06-19 12:00:00,11,-7.25,-4.48,8.52,238.3
2024-06-19 12:00:00,12,-9.43,-3.9,10.21,247.5
2024-06-19 12:00:00,13,-9.15,-2.65,9.53,253.8
2024-06-19 12:00:00,14,-6.57,0.63,6.6,275.5
2024-06-19 12:00:00,15,-5.92,3.6,6.93,301.3
2024-06-19 12:00:00,16,-5.13,3.52,6.22,304.4
2024-06-19 12:00:00,17,-4.92,2.73,5.63,299.1
2024-06-19 13:00:00,2,-0.78,15.48,15.5,357.1
